Participant,Pearson_Correlation,Spearman_Correlation,Sensitivity,Sensitivity CI,Specificity,Specificity CI
OA24,-0.22324853254681234,0.17350648431679042,"[0.67017, 0.41319, 0.06699]","[(0.65827, 0.68207), (0.39347, 0.43291), (0.04302, 0.09095)]","[0.50604, 0.70493, 0.94148]","[(0.48757, 0.52451), (0.69376, 0.71609), (0.93646, 0.9465)]"
OA53,-0.0965285934931208,0.1664317470536722,"[0.64782, 0.30138, 0.33]","[(0.63724, 0.65839), (0.28702, 0.31574), (0.23784, 0.42216)]","[0.49279, 0.71414, 0.89299]","[(0.47734, 0.50824), (0.7042, 0.72408), (0.8874, 0.89858)]"
HOA7,0.06759840457053179,0.2293009737256767,"[0.72499, 0.41581, 0.54545]","[(0.71607, 0.73391), (0.38968, 0.44195), (0.33738, 0.75353)]","[0.56628, 0.74612, 0.96328]","[(0.54021, 0.59235), (0.73744, 0.7548), (0.95977, 0.96679)]"
OA65,0.41802890604405557,0.5423022534499015,"[0.5861, 0.18539, 0.54545]","[(0.57577, 0.59643), (0.17178, 0.19899), (0.33738, 0.75353)]","[0.92776, 0.75994, 0.67577]","[(0.91872, 0.93679), (0.75099, 0.76888), (0.66735, 0.68419)]"
KOA58,0.03910179255948589,0.21244686891077016,"[0.77404, 0.29978, 0.47368]","[(0.76526, 0.78282), (0.26974, 0.32981), (0.31493, 0.63244)]","[0.51395, 0.81638, 0.94224]","[(0.48186, 0.54604), (0.80827, 0.8245), (0.93757, 0.9469)]"
OA14,0.14324312123411306,0.3629749827778757,"[0.52153, 0.38869, 0.28881]","[(0.51166, 0.5314), (0.37067, 0.40671), (0.25107, 0.32655)]","[0.8161, 0.62423, 0.81853]","[(0.80301, 0.82919), (0.61492, 0.63354), (0.81182, 0.82525)]"
OA56,0.1585535643306525,0.43922307775814523,"[0.61364, 0.2409, 0.38776]","[(0.59946, 0.62781), (0.21623, 0.26557), (0.33206, 0.44345)]","[0.79834, 0.7068, 0.80654]","[(0.77768, 0.81901), (0.69395, 0.71964), (0.79628, 0.81681)]"
KOA67,-0.07952939374954454,0.017931956361773863,"[0.59942, 0.23523, 0.20455]","[(0.58757, 0.61127), (0.22428, 0.24619), (0.18071, 0.22838)]","[0.39236, 0.72079, 0.87009]","[(0.3808, 0.40392), (0.71075, 0.73083), (0.86416, 0.87603)]"
HOA15,0.5083430330330223,0.6530653135782282,"[0.91709, 0.46466, 0.33333]","[(0.91165, 0.92253), (0.44424, 0.48508), (-0.04387, 0.71054)]","[0.74978, 0.92798, 0.93724]","[(0.73207, 0.76749), (0.92288, 0.93308), (0.93293, 0.94155)]"
KOA10,0.11579784580211006,0.2512292085378107,"[0.54405, 0.56752, 0.05]","[(0.53365, 0.55445), (0.55095, 0.58409), (-0.01754, 0.11754)]","[0.7172, 0.5981, 0.91825]","[(0.70223, 0.73218), (0.58789, 0.60832), (0.91339, 0.9231)]"
OA27,-0.24757337409236913,0.034522024331662564,"[0.77523, 0.12812, 0.08171]","[(0.76522, 0.78524), (0.11377, 0.14247), (0.05803, 0.10539)]","[0.24634, 0.82411, 0.93529]","[(0.22977, 0.26291), (0.81531, 0.83291), (0.93014, 0.94044)]"
OA22,0.5448300286396144,0.667297150349589,"[0.57942, 0.2477, 0.88449]","[(0.56936, 0.58948), (0.23487, 0.26053), (0.86687, 0.90211)]","[0.92855, 0.68085, 0.73878]","[(0.92181, 0.93529), (0.67194, 0.68976), (0.73139, 0.74616)]"
OA78,-0.14434590372199868,0.35851457904636846,"[0.7594, 0.43026, 0.18434]","[(0.74955, 0.76925), (0.41266, 0.44786), (0.14615, 0.22254)]","[0.60332, 0.79483, 0.9156]","[(0.58696, 0.61968), (0.78577, 0.8039), (0.91022, 0.92097)]"
OA19,-0.06853262107124666,0.11153137405405829,"[0.67035, 0.22915, 0.15665]","[(0.65805, 0.68266), (0.21617, 0.24213), (0.12831, 0.18498)]","[0.41373, 0.74287, 0.88063]","[(0.39959, 0.42787), (0.73202, 0.75371), (0.87416, 0.88711)]"
KOA49,0.08455848262854078,0.14263511055703385,"[0.69942, 0.3002, 0.225]","[(0.68977, 0.70907), (0.28599, 0.31442), (0.17609, 0.27391)]","[0.42302, 0.73911, 0.93549]","[(0.40821, 0.43783), (0.73001, 0.7482), (0.93121, 0.93977)]"
KOA18,0.4160456907241815,0.3758749617136072,"[0.56216, 0.23314, nan]","[(0.5522, 0.57211), (0.2107, 0.25558), (nan, nan)]","[0.83871, 0.64644, 0.85051]","[(0.81919, 0.85823), (0.63684, 0.65603), (0.84382, 0.85721)]"
KOA12,0.2798845326707864,0.371475131045099,"[0.69441, 0.20401, 0.46591]","[(0.6843, 0.70452), (0.19202, 0.216), (0.36168, 0.57013)]","[0.62562, 0.77808, 0.79774]","[(0.61136, 0.63988), (0.76901, 0.78715), (0.79065, 0.80484)]"
KOA53,0.11469743844218544,0.2103161309639035,"[0.74628, 0.29286, 0.46212]","[(0.73796, 0.75461), (0.27457, 0.31114), (0.37707, 0.54717)]","[0.47452, 0.79848, 0.92581]","[(0.45499, 0.49405), (0.79085, 0.8061), (0.92128, 0.93034)]"
KOA73,-0.04052140044462679,0.06975252696890356,"[0.7221, 0.32184, 0.36667]","[(0.7139, 0.73029), (0.28713, 0.35655), (0.19422, 0.53911)]","[0.39807, 0.74705, 0.97266]","[(0.36246, 0.43368), (0.73911, 0.75499), (0.96977, 0.97556)]"
HOA16,0.01397515677116037,0.06296686918468304,"[0.44145, 0.48047, 0.15517]","[(0.43111, 0.45179), (0.44987, 0.51107), (0.06199, 0.24835)]","[0.63309, 0.52679, 0.90767]","[(0.60437, 0.6618), (0.51643, 0.53715), (0.90196, 0.91337)]"
HOA6,-0.12690060396715572,0.12446837511772799,"[0.57093, 0.28162, 0.27]","[(0.56106, 0.58079), (0.2664, 0.29685), (0.18298, 0.35702)]","[0.55939, 0.75348, 0.79261]","[(0.54282, 0.57595), (0.74493, 0.76202), (0.78565, 0.79958)]"
HOA41,0.2195781136218129,0.453342340937819,"[0.68993, 0.30874, 0.48605]","[(0.67981, 0.70005), (0.29422, 0.32326), (0.43881, 0.53329)]","[0.73727, 0.7723, 0.80376]","[(0.72414, 0.75039), (0.76336, 0.78124), (0.79663, 0.81089)]"
KOA42,0.39670522622530646,0.5320934593955332,"[0.76258, 0.41259, 0.26415]","[(0.75477, 0.77039), (0.39592, 0.42926), (0.18022, 0.34808)]","[0.80307, 0.80177, 0.87857]","[(0.78981, 0.81632), (0.79449, 0.80905), (0.8733, 0.88384)]"
